colors,id,tier,noise,occasion,style
{black},2000000831411,designer,neutral,Casual,0
"{beige,brown}",2000000216862,designer,neutral,Casual,0
{grey},2000000989051,mid,neutral,Casual,0
"{white,grey}",2000000152552,mid,neutral,Casual,0
{white},2000000729242,designer,neutral,Casual,0
{grey},2000000356066,designer,neutral,Casual,0
{black},2000000739379,designer,neutral,Formal,0
"{grey,brown}",2000000285627,designer,neutral,Casual,0
"{beige,brown}",2000000376315,designer,neutral,Casual,0
{grey},2000000750447,designer,neutral,Casual,0
"{black,blue}",2000000679862,designer,neutral,Casual,0
{beige},2000000984470,designer,neutral,Casual,0
"{black,grey}",2000000838098,designer,neutral,Formal,0
{white},2000000054032,designer,neutral,Casual,0
{red},2000000351807,designer,neutral,Casual,0
{grey},2000000729757,designer,neutral,Casual,0
{black},2000000597872,designer,neutral,Casual,0
{beige},2000000561204,designer,neutral,Casual,0
"{Black,Brown}",2000000310056,designer,neutral,Casual,0
"{black,brown}",2000000567204,designer,neutral,Casual,0
{white},2000000726110,designer,neutral,Casual,0
"{grey,black}",2000000777403,designer,neutral,Formal,0
{Brown},2000000174554,designer,neutral,Casual,0
{red},2000000841621,designer,neutral,Casual,0
"{black,grey}",2000000421134,designer,neutral,Casual,0
"{beige,brown}",2000000632762,mid,neutral,Casual,0
{grey},2000000268705,designer,neutral,Casual,0
"{blue,cyan}",2000000839025,designer,neutral,Casual,0
{black},2000000740019,designer,neutral,Casual,0
"{white,beige,grey}",2000000201162,designer,neutral,Casual,0
{grey},2000000810816,designer,neutral,Casual,0
{grey},2000000509870,designer,neutral,Casual,0
"{black,brown}",2000000708545,designer,neutral,Casual,0
"{green,beige,brown}",2000000292818,designer,neutral,Casual,0
{beige},2000000839125,designer,neutral,Casual,0
{white},2000000694236,designer,neutral,Casual,0
{grey},2000000346236,designer,neutral,"Athletic,Casual",0
{grey},2000000751385,designer,neutral,Formal,0
"{black,grey}",2000000439536,designer,neutral,Casual,0
{beige},2000000549499,designer,neutral,Casual,0
{yellow},2000000133571,designer,neutral,Casual,0
{black},2000000538724,designer,neutral,Casual,0
{white},2000000555167,designer,neutral,Casual,0
{brown},2000000976178,designer,neutral,Casual,0
{white},2000000715881,designer,neutral,Casual,0
{green},2000000735712,designer,neutral,Casual,0
{green},2000000381831,designer,neutral,Casual,0
{black},2000000258814,designer,neutral,Casual,0
{black},2000000464053,designer,neutral,Casual,0
"{brown,grey}",2000000027785,designer,neutral,Casual,0
{grey},2000000117106,designer,neutral,Casual,0
"{black,brown}",2000000982837,designer,neutral,Casual,0
{brown},2000000186255,designer,neutral,Casual,0
"{white,beige}",2000000420138,designer,neutral,Casual,0
{black},2000000339314,designer,neutral,Casual,0
"{grey,brown}",2000000045485,designer,neutral,Casual,0
"{black,grey}",2000000330984,designer,neutral,Casual,0
"{beige,brown}",2000000027438,mid,neutral,Casual,0
{red},2000000013972,designer,neutral,Casual,0
"{green,black}",2000000966757,designer,neutral,Casual,0
{black},2000000577575,mid,neutral,"Business,Casual",0
"{grey,black,beige}",2000000390735,designer,neutral,Casual,0
"{grey,beige}",2000000648021,designer,neutral,Casual,0
"{black,beige}",2000000060503,designer,neutral,Casual,0
{beige},2000000691411,designer,neutral,Casual,0
{grey},2000000756886,designer,neutral,Casual,0
{black},2000000717499,designer,neutral,Casual,0
"{black,grey}",2000000048867,designer,neutral,Casual,0
{cyan},2000000030539,designer,neutral,Casual,0
{brown},2000000642977,designer,neutral,Casual,0
{black},2000000544076,designer,neutral,Casual,0
"{beige,black}",2000000214242,designer,neutral,Casual,0
{white},2000000367801,designer,neutral,Casual,0
{grey},2000000237117,designer,neutral,Casual,0
{black},2000000346232,mid,neutral,Casual,0
"{red,grey}",2000000059767,designer,neutral,Formal,0
"{beige,brown}",2000000769129,designer,neutral,Casual,0
{pink},2000000528459,designer,neutral,Casual,0
"{white,black,grey}",2000000105452,designer,neutral,Casual,0
{grey},2000000807266,designer,neutral,Casual,0
{red},2000000770517,designer,neutral,Casual,0
{grey},2000000625017,designer,neutral,Casual,0
{black},2000000688968,designer,neutral,Formal,0
{brown},2000000986252,designer,neutral,Formal,0
"{brown,beige}",2000000802807,designer,neutral,Casual,0
"{beige,brown}",2000000555134,mid,neutral,Casual,0
"{white,beige}",2000000708144,designer,neutral,Casual,0
"{grey,black}",2000000772743,designer,neutral,Casual,0
"{black,grey}",2000000624608,designer,neutral,Formal,0
{black},2000000647483,designer,neutral,Casual,0
{red},2000000515843,designer,neutral,Casual,0
"{brown,black}",2000000749155,designer,neutral,Casual,0
{black},2000000971624,designer,neutral,Casual,0
{Black},2000000230321,mid,neutral,Casual,0
"{Brown,Blue}",2000000098290,designer,neutral,Casual,0
"{white,beige}",2000000705637,designer,neutral,Casual,0
"{black,brown,beige}",2000000215799,designer,neutral,Casual,0
{black},2000000611623,designer,neutral,Formal,0
{brown},2000000129394,designer,neutral,Casual,0
{yellow},2000000381264,designer,neutral,Casual,0
{pink},2000001122472,designer,neutral,Casual,0
{grey},2000000789784,designer,neutral,Formal,0
"{white,grey}",2000000597241,designer,neutral,Casual,0
"{beige,brown}",2000000246172,designer,neutral,Casual,0
{grey},2000000274807,designer,neutral,Casual,0
"{brown,grey}",2000000242583,designer,neutral,Casual,0
{black},2000000974957,designer,neutral,Casual,0
"{red,black}",2000000542470,designer,neutral,Casual,0
{black},2000000739065,designer,neutral,Casual,0
{purple},2000000832576,mid,neutral,Casual,0
"{Brown,Black}",2000000194426,designer,neutral,Casual,0
"{beige,brown,pink}",2000000661078,designer,neutral,Formal,0
{grey},2000000801271,designer,neutral,Casual,0
{black},2000000340894,designer,neutral,Formal,0
{grey},2000000090753,designer,neutral,Casual,0
{grey},2000000776004,designer,neutral,Casual,0
{grey},2000001051908,designer,neutral,Casual,0
{brown},2000000526538,designer,neutral,Casual,0
"{brown,black}",2000000721590,designer,neutral,Casual,0
{black},2000000553263,designer,neutral,Casual,0
"{grey,black}",2000000197188,designer,neutral,Casual,0
{grey},2000000211248,designer,neutral,Formal,0
{beige},2000000212535,designer,neutral,Formal,0
{black},2000000764124,designer,neutral,Casual,0
{black},2000001122544,designer,neutral,Casual,0
{blue},2000000173860,designer,neutral,Casual,0
"{beige,brown,grey}",2000000027643,designer,neutral,Casual,0
{grey},2000000848844,designer,neutral,Casual,0
{grey},2000000860138,designer,neutral,Casual,0
{Black},2000000029940,designer,neutral,Casual,0
"{beige,brown}",2000000595749,designer,neutral,Casual,0
{brown},2000000661829,designer,neutral,Casual,0
"{grey,brown}",2000000009158,designer,neutral,Casual,0
{black},2000000823028,designer,neutral,Formal,0
"{Beige,Brown,Black}",2000000160124,designer,neutral,Casual,0
{black},2000000786864,designer,neutral,Formal,0
{brown},2000000948754,designer,neutral,Casual,0
{grey},2000000802300,designer,neutral,Casual,0
{grey},2000000244092,designer,neutral,Casual,0
"{black,brown}",2000000455393,designer,neutral,Casual,0
{black},2000000220440,designer,neutral,Casual,0
"{black,red}",2000000681780,designer,neutral,Casual,0
"{black,brown}",2000000413670,designer,neutral,Casual,0
{black},2000000725845,designer,neutral,Casual,0
"{grey,black}",2000000209906,designer,neutral,Casual,0
{white},2000000759683,designer,neutral,Casual,0
{brown},2000000711301,designer,neutral,Casual,0
{black},2000000253459,designer,neutral,Casual,0
{yellow},2000000526395,designer,neutral,Casual,0
"{black,blue}",2000000210466,designer,neutral,Casual,0
"{brown,grey}",2000000218730,designer,neutral,Casual,0
"{white,beige}",2000000671000,designer,neutral,Casual,0
"{brown,orange}",2000000373985,designer,neutral,Casual,0
{grey},2000000633631,designer,neutral,Casual,0
"{black,grey}",2000000233920,designer,neutral,Casual,0
"{black,grey}",2000000578319,designer,neutral,Casual,0
{black},2000000207935,designer,neutral,Casual,0
{white},2000000584665,designer,neutral,Casual,0
{grey},2000000185137,designer,neutral,Formal,0
"{green,cyan}",2000000857047,designer,loud,Casual,0
{brown},2000000608496,designer,neutral,Casual,0
{black},2000000827548,designer,neutral,Casual,0
{white},2000000216367,designer,neutral,Casual,0
{Black},2000000346558,designer,neutral,Casual,0
{black},2000000218559,designer,neutral,Casual,0
{white},2000000975537,designer,neutral,Casual,0
{beige},2000000826945,designer,neutral,Casual,0
"{purple,cyan}",2000000683979,designer,loud,Casual,0
"{beige,green}",2000000801147,designer,neutral,Casual,0
{black},2000000694526,designer,neutral,Casual,0
"{white,beige}",2000000385054,designer,neutral,Casual,0
{black},2000000601543,designer,neutral,Casual,0
{grey},2000000270731,designer,neutral,Casual,0
"{beige,grey}",2000000211519,designer,neutral,Casual,0
{black},2000000422425,mid,neutral,Casual,0
{white},2000000633301,designer,neutral,Casual,0
{beige},2000000555710,designer,neutral,Casual,0
{orange},2000000798248,designer,neutral,Casual,0
{pink},2000000532684,designer,neutral,Casual,0
{beige},2000000011603,designer,neutral,Casual,0
{grey},2000000338427,designer,neutral,Casual,0
{blue},2000000763367,designer,neutral,Casual,0
{black},2000000144126,designer,neutral,Casual,0
"{brown,grey}",2000000132304,designer,neutral,Casual,0
{white},2000000516060,designer,neutral,Casual,0
"{black,grey}",2000000561977,designer,neutral,Casual,0
{black},2000000662269,designer,neutral,Casual,0
"{purple,grey}",2000000735003,designer,neutral,Casual,0
"{purple,blue}",2000000570022,designer,neutral,Casual,0
{black},2000000792033,designer,neutral,Casual,0
{black},2000000737534,designer,neutral,Casual,0
{grey},2000000726542,designer,neutral,Casual,0
"{grey,brown,beige}",2000000343425,designer,neutral,Casual,0
"{white,brown}",2000000331408,designer,neutral,Casual,0
"{brown,beige}",2000000686510,designer,neutral,Casual,0
{black},2000000792082,designer,neutral,Casual,0
"{black,grey}",2000000547390,designer,neutral,Casual,0
{black},2000000333596,designer,neutral,Casual,0
"{grey,white,blue,black}",2000000166450,designer,neutral,Casual,0
"{black,blue}",2000000231836,designer,neutral,Casual,0
{pink},2000000136979,designer,neutral,Casual,0
{beige},2000000368730,designer,neutral,Casual,0
{beige},2000000297678,designer,neutral,Casual,0
"{black,brown}",2000000036186,designer,neutral,Athletic,0
"{beige,brown}",2000000276585,designer,neutral,Casual,0
{black},2000000336678,designer,neutral,Casual,0
{black},2000000550691,designer,neutral,Casual,0
{grey},2000000632327,designer,neutral,Casual,0
{black},2000000341842,designer,neutral,Casual,0
{blue},2000000598799,designer,neutral,Casual,0
"{black,grey}",2000000233282,designer,neutral,Casual,0
{black},2000000781404,designer,neutral,Casual,0
"{blue,black}",2000000018470,designer,neutral,Casual,0
{black},2000000651127,designer,neutral,Casual,0
{black},2000000562597,designer,neutral,Casual,0
"{white,black,grey}",2000000013092,designer,neutral,Casual,0
{beige},2000000555198,designer,neutral,Casual,0
"{black,beige}",2000000260665,designer,neutral,Casual,0
{beige},2000000555751,designer,neutral,Casual,0
{brown},2000000591929,designer,neutral,Casual,0
{blue},2000000635197,designer,neutral,Casual,0
{black},2000000039369,designer,neutral,Casual,0
{black},2000000350623,designer,neutral,Casual,0
{grey},2000000615291,designer,neutral,Casual,0
{black},2000000800897,designer,neutral,"Business,Casual",0
{grey},2000000643744,designer,neutral,Casual,0
{black},2000000573374,designer,neutral,Casual,0
{pink},2000000753324,designer,neutral,Casual,0
{grey},2000000974085,designer,neutral,Casual,0
,2000000156313,designer,neutral,Casual,0
{grey},2000000163753,designer,neutral,Casual,0
{black},2000000590618,designer,neutral,Casual,0
"{beige,brown}",2000000036711,designer,neutral,Casual,0
{black},2000000131295,designer,neutral,Casual,0
"{pink,purple}",2000000260123,designer,loud,Casual,0
{beige},2000000861781,designer,neutral,Casual,0
{black},2000000609040,designer,neutral,Casual,0
{black},2000000760275,designer,neutral,Casual,0
{grey},2000000068476,designer,neutral,Casual,0
"{black,brown}",2000000414168,designer,neutral,Casual,0
"{white,grey}",2000000840570,designer,neutral,Casual,0
"{white,beige}",2000000849601,designer,neutral,Casual,0
{black},2000000055960,designer,neutral,Casual,0
"{cyan,blue}",2000000422682,designer,neutral,Casual,0
"{black,grey}",2000000334408,designer,neutral,Casual,0
{white},2000000642288,designer,neutral,Casual,0
{black},2000000577366,mid,neutral,Casual,0
{Black},2000000057717,designer,neutral,Casual,0
"{white,grey}",2000000209941,designer,neutral,Casual,0
{black},2000000687102,designer,neutral,Casual,0
{beige},2000000104896,designer,neutral,Casual,0
{brown},2000000639381,designer,neutral,Casual,0
{purple},2000000785621,designer,neutral,Casual,0
{beige},2000000205160,designer,neutral,Casual,0
"{white,black}",2000000770603,designer,neutral,Formal,0
{grey},2000000344461,designer,neutral,Casual,0
"{beige,brown}",2000000652217,designer,neutral,Casual,0
"{white,grey}",2000000707693,designer,neutral,Casual,0
{grey},2000000647894,designer,neutral,Casual,0
"{beige,grey}",2000000089411,designer,neutral,Casual,0
{brown},2000000641713,designer,neutral,Casual,0
{black},2000000781903,designer,neutral,Casual,0
{beige},2000000430335,designer,neutral,Casual,0
{white},2000000753520,designer,neutral,Casual,0
{red},2000000786785,designer,neutral,Casual,0
"{white,beige}",2000000047564,designer,neutral,Casual,0
{black},2000000205774,designer,neutral,Casual,0
{green},2000000580324,designer,neutral,Casual,0
{Beige},2000000109431,designer,neutral,Casual,0
"{grey,black,pink,blue,brown,beige}",2000000128939,designer,neutral,Casual,0
{beige},2000000847804,designer,neutral,Casual,0
{black},2000000344154,designer,neutral,Casual,0
{black},2000000340700,designer,neutral,Casual,0
{red},2000000675003,designer,neutral,Casual,0
"{black,beige}",2000000033288,designer,neutral,Business,0
{brown},2000000206124,designer,neutral,Casual,0
{black},2000000729143,designer,neutral,Casual,0
"{beige,brown}",2000000056003,designer,neutral,Casual,0
"{grey,beige}",2000000029703,designer,neutral,Casual,0
"{grey,black}",2000000631675,designer,neutral,Casual,0
{brown},2000000841653,designer,neutral,Casual,0
{grey},2000000328485,designer,neutral,Casual,0
{grey},2000000344133,designer,neutral,Casual,0
"{black,grey}",2000000180665,designer,neutral,Casual,0
{grey},2000000810956,designer,neutral,Formal,0
{red},2000000383569,designer,neutral,Casual,0
"{beige,black}",2000000738364,designer,neutral,Athletic,0
{black},2000000845019,designer,neutral,Casual,0
{beige},2000000984625,designer,neutral,Casual,0
{black},2000000096336,designer,neutral,Casual,0
{black},2000000522390,designer,neutral,Casual,0
{blue},2000000958535,designer,neutral,Casual,0
"{blue,brown,green,purple}",2000000216475,designer,loud,Casual,0
{black},2000000666227,mid,neutral,Casual,0
{black},2000000825814,designer,neutral,Casual,0
{black},2000000024139,designer,neutral,Formal,0
"{black,grey}",2000000649416,designer,neutral,Casual,0
{beige},2000000975884,designer,neutral,Casual,0
{beige},2000000274017,designer,neutral,Casual,0
"{white,grey}",2000000249394,designer,neutral,Casual,0
"{red,black}",2000000547136,designer,neutral,Casual,0
{grey},2000000812514,designer,neutral,Casual,0
"{grey,black}",2000000985822,designer,neutral,Casual,0
"{white,grey}",2000000363120,designer,neutral,Casual,0
{grey},2000000020302,designer,neutral,Casual,0
{brown},2000000526906,designer,neutral,Casual,0
"{black,beige}",2000000854189,designer,neutral,Casual,0
{black},2000000808475,designer,neutral,Casual,0
"{black,brown,grey}",2000000031672,designer,neutral,Casual,0
{green},2000000629332,designer,neutral,Casual,0
"{red,brown,black,grey}",2000000023353,designer,neutral,Casual,0
{grey},2000000004474,designer,neutral,Casual,0
"{black,brown}",2000000595164,designer,neutral,Casual,0
"{beige,brown}",2000000340942,designer,neutral,Casual,0
{green},2000000113812,designer,neutral,Casual,0
{green},2000000631310,designer,neutral,Casual,0
"{purple,brown}",2000000759533,designer,neutral,Casual,0
"{green,black}",2000000749991,designer,neutral,Casual,0
"{beige,brown}",2000000212406,designer,neutral,Casual,0
{black},2000000783260,designer,neutral,Casual,0
"{Beige,Brown}",2000000212384,designer,neutral,Casual,0
{black},2000000496257,designer,neutral,Casual,0
{black},2000000707133,designer,neutral,Casual,0
"{green,red}",2000000635599,mid,loud,Casual,0
{black},2000000598623,designer,neutral,Casual,0
