brand,info,retailer,name,price,unbranded_name,sale_price,categories,tier,,,
Nike,Air Max 95 Running Man,StockX,Air Max 95 Running Man,595,Air Max 95 Running Man,,"{men_sneakers,men_shoe,men_all}",,,,
Rick Owens DRKSHDW,"Black New Runner slip-on sneakers from Rick Owens DRKSHDW featuring a ridged rubber sole, a pull tab at the rear, a slip-on style, a laceless design and a round toe.",Farfetch,"Rick Owens DRKSHDW - New Runner slip-on sneakers - men - Polyester/Rubber - 40, 41, 42, 43, 39, 44, 45 - Black",569,"Rick Owens DRKSHDW - New Runner slip-on sneakers - men - Polyester/Rubber - 40, 41, 42, 43, 39, 44, 45 - Black",342,,,,,
Hogan,"Silver and white leather metallic platform sneakers from Hogan featuring a lace-up front fastening, a brand embossed tongue, a platform sole and contrasting side panels.",Farfetch,"Hogan - metallic platform sneakers - women - Leather/Rubber - 38, 39, 37, 38,5, 39,5, 37,5, 40 - White",605,"Hogan - metallic platform sneakers - women - Leather/Rubber - 38, 39, 37, 38,5, 39,5, 37,5, 40 - White",303,,,,,
Mehry Mu,"Mehry Mu ""Fey"" leather and rattan bucket bag with silvertone hardware. Flat top handle, 5"" drop. Removable shoulder strap, 20"" drop. Open top with center magnetic flap. Exterior, topstitched detailing. Unlined interior, leather base. 9.5""H x 8.5""W x 8.5""D.",Bergdorf Goodman,Fey Rattan & Leather Bucket Bag,600,Fey Rattan & Leather Bucket Bag,,"{women_bag,women_all,women_shoulder_bags}",,,,
Prada,"Prada's footwear line came to fruition in the late 1970's and continues to make a powerful statement with every new collection. Presenting these grey leather classic low-top sneakers from Prada feature a flat rubber sole, a round toe, a lace-up front fastening, a contrasting toe cap and a branded insole.",Farfetch,Prada - classic low-top sneakers - men - Other Fabrics/Leather/Leather/Rubber - 7 - Grey,595,Prada - classic low-top sneakers - men - Other Fabrics/Leather/Leather/Rubber - 7 - Grey,595,,,,,
Alberta Ferretti,"Black cashmere cashmere slogan jumper from Alberta Ferretti featuring a round neck, a slogan detail and long sleeves.",Farfetch,"Alberta Ferretti - cashmere slogan jumper - women - Cashmere/other fibers - 36, 38, 40, 42, 44 - Black",595,"Alberta Ferretti - cashmere slogan jumper - women - Cashmere/other fibers - 36, 38, 40, 42, 44 - Black",595,"{women_clothing,women_all,women_sweater}",,,,
Rebecca Taylor,Rebecca Taylor Ruffled Cheetah-Print Dress-Women,Bloomingdale's,Rebecca Taylor Ruffled Cheetah-Print Dress,595,Rebecca Taylor Ruffled Cheetah-Print Dress,,"{women_clothing,women_all,women_dresses}",,,,
Tod's,"White leather Gommino driving loafers from Tod's featuring a slip-on style, a gold-tone logo plaque, a brand embossed insole and a signature pebbled rubber sole.",Farfetch,"Tod's - Gommino driving loafers - women - Leather/Patent Leather/Rubber - 36, 36.5, 37, 38, 38.5, 39, 39.5, 40 - White",625,"Tod's - Gommino driving loafers - women - Leather/Patent Leather/Rubber - 36, 36.5, 37, 38, 38.5, 39, 39.5, 40 - White",438,,,,,
Burberry,"Founded in 1856 by Thomas Burberry, the British fashion house has been at the forefront of luxury ready-to-wear and accessories. Burberry is celebrated for a traditional approach to design and manufacture, that reflects in so much more than classic trench coats. Fashioned with a straight-fit, these indigo wash denim jeans are crafted from pure cotton and are printed with the Horseferry logo across the legs and waist.",Farfetch,"Burberry - Straight Fit Horseferry Print Japanese Denim Jeans - men - Cotton - 33, 31, 34, 32, 36, 40, 29, 28, 30, 38 - Blue",580,"Burberry - Straight Fit Horseferry Print Japanese Denim Jeans - men - Cotton - 33, 31, 34, 32, 36, 40, 29, 28, 30, 38 - Blue",290,"{men_clothing,men_all,men_jeans}",,,,
Kiton,Kiton dress shirt in strong stripe design. Spread collar, button front. Long sleeves. Mitered barrel cuffs. Shirttail hem. Cotton. Made in Italy.,Bergdorf Goodman,Men's Strong Stripe Dress Shirt,595,Men's Strong Stripe Dress Shirt,,"{men_shirts,men_clothing,men_all}",,,
Maison Margiela,"Numerology defends that eleven is the most intuitive of all numbers - and since it's the number associated with Maison Margiela's accessory collection, we couldn't agree more. Crafted from leather, this black and white bi-fold wallet is decorated with an all-over number logo print. Practical and compact, just throw it in your bag and you're good to go. Featuring a snap button closure, a billfold compartment, multiple interior card slots, a coin pocket and an internal logo stamp.",Farfetch,Maison Margiela - number logo bi-fold wallet - women - Leather - One Size - Black,545,Maison Margiela - number logo bi-fold wallet - women - Leather - One Size - Black,327,,,,,
Jordan,jordan 832596640 NIGHT MAROON/METALLIC GOLD Rubber/Velvet/Polyester/Polyester,Farfetch,"Jordan - TEEN Air Jordan 1 Ret Hi PREM HC GG sneakers - kids - Rubber/Velvet/Polyester - 5, 7, 8 - Red",565,"Jordan - TEEN Air Jordan 1 Ret Hi PREM HC GG sneakers - kids - Rubber/Velvet/Polyester - 5, 7, 8 - Red",565,"{women_shoe,women_all,women_sneakers,men_shoe,men_all,men_sneakers}",,,,
Kaws,"The most recognizable figure in all of KAWS' work, this companion has appeared in numerous iterations and mediums throughout the years. After seeing a jump in demand, KAWS released a full series of six different companions that included both full body and flayed versions of the classic character. The collection dropped in November of 2016 in conjunction with his ""Where The End Starts"" exhibit in Fort Worth, Texas. The figures were released through KAWSONE, MoMA, and the Modern Art Museum of Fort Worth and stand at 11 inches tall. Collectors scooped these companions up quickly, despite this being the most widely released figures in years. This KAWS Open Edition Flayed Companion in Brown features an open-body design with various shades of brown and beige on both the interior and outside, and comes sealed in clear blister packaging.",StockX,KAWS Companion Flayed Open Edition Vinyl Figure Brown,580,KAWS Companion Flayed Open Edition Vinyl Figure Brown,,"{luggage,women_luggage,women_all,men_bag,women_bag,men_luggage,women_shoulder_bags,men_all}",,,,
Raquel Allegra,"Dark blue cotton utility boiler suit from Raquel Allegra featuring a deep V neck, long sleeves, a front button fastening, side pockets, a relaxed fit, a belted waist and a cropped length.",Farfetch,"Raquel Allegra - utility boiler suit - women - Cotton - 1, 2 - Blue",586,"Raquel Allegra - utility boiler suit - women - Cotton - 1, 2 - Blue",586,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Kolor,"Green high waisted trousers from Kolor featuring appliqué detailing, a front zip fastening, pleated details, side pockets, back pockets, a cropped length and a belted detail.",Farfetch,"Kolor - high waisted trousers - women - Nylon - 2, 3 - Green",627,"Kolor - high waisted trousers - women - Nylon - 2, 3 - Green",627,,,,,
Dolce & Gabbana,"Dolce & Gabbana’s sophisticated pieces are timeless classics that are a hallmark of the Italian fashion house’s artisanship and meticulous detail. These light blue cotton blend and calf leather slim faded jeans from Dolce & Gabbana feature a waistband with belt loops, a button and zip fly, a five pocket design and a regular length.",Farfetch,"Dolce & Gabbana - slim faded jeans - men - Zamak/Calf Leather/Cotton/Spandex/Elastane - 52, 48, 54, 50, 44, 46 - Blue",575,"Dolce & Gabbana - slim faded jeans - men - Zamak/Calf Leather/Cotton/Spandex/Elastane - 52, 48, 54, 50, 44, 46 - Blue",345,,,,,
Etro,"46 years since its inception, Etro remains steadfast in elegant tailoring and precise silhouettes, as seen with these blue wool elasticated track pants. Featuring a button and zip fly, two back buttoned welt pockets, elasticated cuffs and a loose fit.",Farfetch,"Etro - elasticated track pants  - men - Acetate/Viscose/Wool - 54, 52, 46, 56, 48, 50 - Blue",600,"Etro - elasticated track pants  - men - Acetate/Viscose/Wool - 54, 52, 46, 56, 48, 50 - Blue",360,,,,,
Max Mara,An elegant bateau neckline graces a richly hued short-sleeve sweater knit from a gorgeously soft silk-and-cashmere yarn. Style Name: Max Mara Osteo Silk & Cashmere Sweater. Style Number: 5845746. Available in stores.,NORDSTROM,Women's Max Mara Osteo Silk & Cashmere Sweater,565,Women's Max Mara Osteo Silk & Cashmere Sweater,338.98,"{women_clothing,women_all,women_sweater}",,,,
Marni,Multicoloured beaded drop earrings from Marni featuring a press stud fastening. These earrings come as a pair.,Farfetch,Marni - beaded drop earrings - women - metal - One Size - Multicolour,560,Marni - beaded drop earrings - women - metal - One Size - Multicolour,336,"{women_accessory,women_all,women_earrings}",,,,
Versace,VERSACE DPDG708DNATR2K41OT K41OT Leather,Farfetch,Versace - quilted Medusa wallet - women - Leather - One Size - Black,550,Versace - quilted Medusa wallet - women - Leather - One Size - Black,495,"{women_bag,women_all,women_wallets}",,,,
Mauviel,Mauviel M'Cook Stainless Steel 5-Piece Cookware Set-Home,Bloomingdale's,Mauviel M'Cook Stainless Steel 5-Piece Cookware Set,575,Mauviel M'Cook Stainless Steel 5-Piece Cookware Set,,"{women_accessory,women_all,women_watches,men_accessory,men_all,men_jewelry}",,,,
Bottega Veneta,"Pink leather blend espadrilles from Bottega Veneta featuring a flat sole, a branded insole, a slip-on style and signature Bottega Veneta cross weave.",Farfetch,"Bottega Veneta - pink leather espadrilles - women - Nappa Leather/Jute - 35, 36, 39 - PINK",640,"Bottega Veneta - pink leather espadrilles - women - Nappa Leather/Jute - 35, 36, 39 - PINK",512,"{women_shoe,women_all,women_flats}",,,,
WOLF,"Handcrafted single watch winder case. Powder-coated laser cut perforated steel case. Features micro suede interior, locking glass cover, backlit LCD display, matte chrome finished hardware and a single winding module with storage. Rotation options: can be set between 300 and 1200 TPD (Turns Per Day). Double the amount of TPD by selecting bi-directional. Patented Innovation - Every WOLF winder counts the precise number of rotations. All other winders estimate the number of rotations. Imported.",NORDSTROM,Wolf Axis Single Watch Winder & Case -,549,Wolf Axis Single Watch Winder & Case -,565,"{women_accessory,women_all,women_watches,men_accessory,men_all,men_watches}",,,,
Schott,Long sleeve insulated felted wool-blend jacket in khaki. Grained leather trim in brown throughout. Shearling trim in off-white at spread collar. Zip closure at front. Welt pockets at waist. Rib knit cuffs and hem. Welt pocket at interior. Tonal textile lining. Antiqued brass-tone hardware. Supplier color: Olive,SSENSE,Schott Khaki and Brown Leather B-15 Jacket,585,Schott Khaki and Brown Leather B-15 Jacket,585,"{men_clothing,men_all,men_coats_and_jackets}",,,,
La Prairie,"What It Is: A uniquely empowering treatment to be used intermittently along with your regular skincare regimen. Start using it today and never look your age again. What It Does: Cellular Power Infusion unlocks the inherent power deep within the skin to reactivate skins energy, detoxify skin cells and support the skin's renewal process. Four vials contain an exclusive formula that provides an energy surge for your skin. - Revitalized, glowing skin returns, as skin's inherent power is renewed - Ag",Bergdorf Goodman,La Prairie Cellular Power Infusion Treatment System,560,La Prairie Cellular Power Infusion Treatment System,560,"{men_shirts,men_clothing,women_clothing,women_all,women_intimates,men_all}",,,,
rag & bone,"Rag & Bone ""Millie"" pinstripe blazer. Peak lapels; single-button front. Long sleeves; button cuffs Side flap pockets. Tailored fit. Vented back. Cotton. Made in USA.",Bergdorf Goodman,Millie Pinstripe Single-Button Blazer,550,Millie Pinstripe Single-Button Blazer,330,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Sofie D'Hoore,"Black cashmere Manday sweater from Sofie D'hoore featuring a ribbed crew neck, long sleeves and a straight hem.",Farfetch,Sofie D'hoore - Manday sweater - women - Cashmere - M - Black,629,Sofie D'hoore - Manday sweater - women - Cashmere - M - Black,623,"{women_clothing,women_all,women_sweater}",,,,
Burberry,Straight-leg stretch wool and cashmere-blend trousers in grey. Mid-rise. Four-pocket styling. Belt loops at waistband. Pleats at front. Partial lining. Zip-fly. Black hardware. Supplier color: Black melange,SSENSE,Burberry Grey Wiluna Tailored Trousers,630,Burberry Grey Wiluna Tailored Trousers,630,"{women_clothing,women_all,women_pants}",,,,
Dolce & Gabbana,"Black  cotton lily pattern T-shirt from Dolce & Gabbana featuring a round neck with welt finishing, a relaxed fit, stitching details, a straight hem, short sleeves and a back button fastening.",Farfetch,"Dolce & Gabbana - lily pattern T-shirt - women - Cotton - 38, 36 - Blue",625,"Dolce & Gabbana - lily pattern T-shirt - women - Cotton - 38, 36 - Blue",563,"{women_clothing,women_all,women_tops}",,,,
Jerome Dreyfuss,"Willy M Shoulder Bag showcases a half-moon shape that takes inspiration from kites that float on the air. Crafted in supple lambskin leather, the bag features braided handles to carry by hand that convert to the shoulder via the removable and adjustable shoulder strap, fringe pull tabs, two exterior zip pockets for easy access, internal zip pocket, and iconic flashlight and key clip. Dust bag included.",FORZIERI,"Jerome Dreyfuss Designer Handbags, Willy M Light Blue Leather Shoulder Bag",596,"Jerome Dreyfuss Designer Handbags, Willy M Light Blue Leather Shoulder Bag",357.6,"{women_bag,women_all,women_satchels}",,,,
SACAI,"SACAI shirt in cotton poplin, featuring ruffled satin trim. Spread collar; button front. Long sleeves. Boxy fit. Straight hem. Cotton. Parts, polyester. Made in Japan.",Bergdorf Goodman,Ruffled Satin-Shoulder Button-Front Shirt,645,Ruffled Satin-Shoulder Button-Front Shirt,,"{women_clothing,women_all,women_tops}",,,,
Palm Angels,Slim-fit chenille track pants in purple. Mid-rise. Two-pocket styling. Elasticized waistband. Central pinch seams at front. Logo printed in white at front leg. Rib knit stripes in white and tones of grey at outseams. Supplier color: Purple/White,SSENSE,Palm Angels Purple Chenille Slim Track Pants,645,Palm Angels Purple Chenille Slim Track Pants,645,"{women_clothing,women_all,women_activewear}",,,,
Fendi,Fendi T-shirt with golden brass bugs appliqu. Crew neckline. Straight hem. Cotton. Made in Italy.,Bergdorf Goodman,Men's Gold Bugs Appliqu&eacute, T-Shirt,590,Men's Gold Bugs Appliqu&eacute, T-Shirt,,,"{men_clothing,men_all,men_tops}",
